id,timestamp,action,src_ip,dst_ip,dst_port,protocol,bytes_out,threat,user
{S87OGDBS-5HZLZALP-LB7B},2025-01-24T10:25:32Z,allow,192.168.1.46,8.8.8.8,80,TCP,50004,,justin.baker
{S6Y0KD9G-EWIIMQB6-D8K0},2025-01-24T17:21:07Z,allow,192.168.1.46,172.217.0.0,53,TCP,20110,,justin.baker
{SAH8CCSA-7EMGV1YW-TT7W},2025-01-24T15:21:22Z,allow,192.168.1.46,1.1.1.1,443,TCP,28301,,justin.baker
{QAVMYORH-NATLJCN6-TSNZ},2025-01-27T13:34:15Z,allow,192.168.1.46,172.217.0.0,53,TCP,49029,,justin.baker
{17ZUD4T4-UOQ6E57Q-QJHC},2025-01-27T15:16:27Z,allow,192.168.1.46,1.1.1.1,53,TCP,35113,,justin.baker
{YJ8BPS6Y-YOQTC5AI-3GXD},2025-01-27T18:43:43Z,allow,192.168.1.46,172.217.0.0,53,TCP,16576,,justin.baker
{S9WNVMK8-HXKX0WGU-TQ7F},2025-01-27T16:11:16Z,allow,192.168.1.46,1.1.1.1,80,TCP,38566,,justin.baker
{A5WXF9C4-AOTKNZ38-AMWS},2025-01-27T13:13:41Z,allow,192.168.1.46,8.8.8.8,443,TCP,12107,,justin.baker
{YSSZ8UDS-6LH68OH4-C3BT},2025-01-27T13:11:15Z,allow,192.168.1.46,172.217.0.0,80,TCP,2625,,justin.baker
{PLSB04BI-HC9J1GLB-YW5Z},2025-01-27T13:50:27Z,allow,192.168.1.46,1.1.1.1,53,TCP,47408,,justin.baker
{JTUJ8M5V-93SWZUYM-GJEM},2025-01-27T13:26:31Z,allow,192.168.1.46,172.217.0.0,443,TCP,3034,,justin.baker
{2V9WHS03-FL9112ZA-FB17},2025-01-27T10:25:39Z,allow,192.168.1.46,8.8.8.8,53,TCP,25348,,justin.baker
{2J4DZQ12-4560TUC4-0XQ4},2025-01-27T09:59:49Z,allow,192.168.1.46,172.217.0.0,443,TCP,51175,,justin.baker
{NKJ0BWGC-F1VY7ULX-DSKQ},2025-01-27T10:28:52Z,allow,192.168.1.46,1.1.1.1,443,TCP,53796,,justin.baker
{2YQUNHR8-J0PPP1Y1-0U01},2025-01-27T15:52:55Z,allow,192.168.1.46,1.1.1.1,443,TCP,40461,,justin.baker
{YGPHDAC2-EEBQ6O2Y-P36R},2025-01-27T15:18:44Z,allow,192.168.1.46,1.1.1.1,53,TCP,48823,,justin.baker
{FYTOCKIB-WRMGB38Q-QY08},2025-01-27T15:28:18Z,block,192.168.1.46,67.106.223.255,445,TCP,1920,policy_violation,justin.baker
{ED28JZDZ-IN2BJS98-KRJY},2025-01-27T13:31:05Z,block,192.168.1.46,154.21.211.8,23,TCP,813,,justin.baker
{JKVTKCJ9-MA36P1XZ-K244},2025-01-27T08:19:22Z,allow,192.168.1.46,8.8.8.8,80,TCP,52886,,justin.baker
{S4D8CU52-3SX58J6Y-Y8YZ},2025-01-27T16:47:52Z,allow,192.168.1.46,1.1.1.1,443,TCP,26968,,justin.baker
{59STIUN2-GMY2JQF1-H699},2025-01-27T13:19:58Z,allow,192.168.1.46,1.1.1.1,53,TCP,32438,,justin.baker
{RBHIBKYD-Y291TCYN-MO0N},2025-01-27T11:40:32Z,allow,192.168.1.46,8.8.8.8,443,TCP,56336,,justin.baker
{NBCTIAHQ-11KU85F5-5N5H},2025-01-27T14:19:34Z,allow,192.168.1.46,172.217.0.0,53,TCP,51510,,justin.baker
{B7L8KTLX-IFV6P601-H1OZ},2025-01-27T13:31:32Z,allow,192.168.1.46,8.8.8.8,53,TCP,31862,,justin.baker
{ZV555W9Y-IQJUA3JT-UE34},2025-01-27T10:47:10Z,allow,192.168.1.46,172.217.0.0,53,TCP,49115,,justin.baker
{LLHRX52T-JJ8JEIPT-014F},2025-01-28T16:06:18Z,allow,192.168.1.46,8.8.8.8,80,TCP,7327,,justin.baker
{GBKYSX7I-HRZ0ZWMF-PJMC},2025-01-28T13:30:01Z,allow,192.168.1.46,1.1.1.1,80,TCP,52597,,justin.baker
{4OFQCYGB-1ICNSVXN-N32F},2025-01-28T10:34:26Z,allow,192.168.1.46,172.217.0.0,80,TCP,20931,,justin.baker
{ZAV6QRY9-JFXE24G5-I15A},2025-01-28T18:16:37Z,allow,192.168.1.46,172.217.0.0,53,TCP,39250,,justin.baker
{YFX22GCK-TGVPENRW-T310},2025-01-28T16:57:00Z,allow,192.168.1.46,8.8.8.8,443,TCP,40036,,justin.baker
{ZY45RP5U-NEVW23YB-Q5LU},2025-01-28T14:59:33Z,allow,192.168.1.46,8.8.8.8,53,TCP,2827,,justin.baker
{BQYDE0AW-OI78WLIE-4Y7E},2025-01-28T12:23:28Z,allow,192.168.1.46,172.217.0.0,443,TCP,54231,,justin.baker
{7MG4XRL2-EALPVGL4-MO91},2025-01-28T10:20:22Z,allow,192.168.1.46,172.217.0.0,80,TCP,17555,,justin.baker
{JQTJK3BQ-1ZH3ZUD7-EN7A},2025-01-28T15:53:03Z,allow,192.168.1.46,172.217.0.0,53,TCP,39073,,justin.baker
{K489K5A6-Z7TCZHMD-5ZGA},2025-01-28T18:12:49Z,allow,192.168.1.46,172.217.0.0,443,TCP,24965,,justin.baker
{MCG7BMDR-6OOUM8UA-6T52},2025-01-28T15:32:00Z,allow,192.168.1.46,172.217.0.0,53,TCP,34189,,justin.baker
{LJ37M5AP-KXDTQY3U-QRXK},2025-01-28T18:20:00Z,allow,192.168.1.46,1.1.1.1,80,TCP,10710,,justin.baker
{8RWJBP80-AL20A0XW-LPB3},2025-01-28T17:32:56Z,allow,192.168.1.46,172.217.0.0,443,TCP,14663,,justin.baker
{JN3JBLNW-O5XPTEW5-1VYG},2025-01-28T17:21:19Z,allow,192.168.1.46,1.1.1.1,443,TCP,34866,,justin.baker
{XC9PGTLY-PIZKHVFF-GM1B},2025-01-28T14:41:59Z,allow,192.168.1.46,8.8.8.8,443,TCP,1936,,justin.baker
{ETFDD1N4-W56MF2TA-E42S},2025-01-28T14:19:47Z,allow,192.168.1.46,1.1.1.1,443,TCP,22257,,justin.baker
{3WKTY07D-LT4VUDJ8-DZTE},2025-01-28T14:02:34Z,allow,192.168.1.46,1.1.1.1,443,TCP,17561,,justin.baker
{E3SHN3D9-7RG90BAV-KE9R},2025-01-28T13:49:22Z,allow,192.168.1.46,8.8.8.8,80,TCP,22677,,justin.baker
{HLG7IIGI-W851LOX5-KGYP},2025-01-28T13:01:52Z,allow,192.168.1.46,172.217.0.0,53,TCP,35311,,justin.baker
{EPEFJW6D-YWM0J5C1-3P5K},2025-01-28T18:08:15Z,allow,192.168.1.46,172.217.0.0,53,TCP,53871,,justin.baker
{8MUNY6RI-T1WIYN16-EYWE},2025-01-28T13:52:12Z,allow,192.168.1.46,1.1.1.1,53,TCP,20994,,justin.baker
{5TUOZV0T-4UBM6CVM-GIZT},2025-01-28T16:02:42Z,allow,192.168.1.46,172.217.0.0,443,TCP,35796,,justin.baker
{8Q78PQB2-X3R26ZCR-J7VX},2025-01-28T11:59:48Z,allow,192.168.1.46,1.1.1.1,443,TCP,39168,,justin.baker
{XULB6ZSZ-RGAW7QSP-0BW0},2025-01-28T13:14:26Z,allow,192.168.1.46,1.1.1.1,53,TCP,10288,,justin.baker
{EBW9YCT8-6VOTJ60I-AHSN},2025-01-28T16:42:44Z,allow,192.168.1.46,1.1.1.1,80,TCP,49118,,justin.baker
{EINZM98W-T32Z5T7P-QK8V},2025-01-28T15:20:21Z,allow,192.168.1.46,1.1.1.1,80,TCP,59417,,justin.baker
{BWE3U8NW-KOT41KX4-0XZA},2025-01-28T18:49:22Z,block,192.168.1.46,76.96.150.37,22,TCP,3610,geo_blocked,justin.baker
{0UU5NC3Y-ZNNX3L3F-6KSM},2025-01-29T11:41:32Z,allow,192.168.1.46,1.1.1.1,443,TCP,25405,,justin.baker
{MZBDH9DG-9MH6C5QW-Q8T9},2025-01-29T08:10:55Z,allow,192.168.1.46,172.217.0.0,80,TCP,22614,,justin.baker
{L0A1AXRQ-JI4FSYYA-IOI5},2025-01-29T14:24:13Z,allow,192.168.1.46,172.217.0.0,443,TCP,35094,,justin.baker
{O14G353Z-BQULNESH-0KOG},2025-01-29T15:46:54Z,allow,192.168.1.46,1.1.1.1,80,TCP,28719,,justin.baker
{L1URGINE-38PZ6B6J-5UWK},2025-01-29T10:40:54Z,allow,192.168.1.46,172.217.0.0,80,TCP,6707,,justin.baker
{OT0F6BUT-K2HRG80Q-93R7},2025-01-29T16:17:37Z,allow,192.168.1.46,1.1.1.1,80,TCP,11697,,justin.baker
{E3IS7ZZ1-UHDR4D71-9GWV},2025-01-29T08:57:45Z,allow,192.168.1.46,172.217.0.0,80,TCP,25222,,justin.baker
{1T5AX0M1-LKGGCRTB-2G9T},2025-01-29T14:37:37Z,allow,192.168.1.46,1.1.1.1,53,TCP,55493,,justin.baker
{23NK96OE-24O65OIM-N50I},2025-01-29T15:38:50Z,allow,192.168.1.46,172.217.0.0,80,TCP,48910,,justin.baker
{7XR0LVE2-2V3OIYOY-XR3Q},2025-01-29T17:51:21Z,allow,192.168.1.46,8.8.8.8,80,TCP,28522,,justin.baker
{9U0FRD7H-RRTOKZHB-M3HP},2025-01-29T08:57:35Z,block,192.168.1.46,55.18.230.37,23,TCP,3900,,justin.baker
{BHP3L6XZ-OCT9YROW-N30N},2025-01-29T09:30:13Z,block,192.168.1.46,230.77.92.47,3389,TCP,3978,,justin.baker
{YFSISXKU-3052FW7N-5MR5},2025-01-29T08:17:45Z,allow,192.168.1.46,8.8.8.8,80,TCP,22629,,justin.baker
{55AAN80J-33N3YAKM-QL8W},2025-01-29T14:51:50Z,allow,192.168.1.46,172.217.0.0,53,TCP,54641,,justin.baker
{EC21JX3L-QDEH6S26-KSCO},2025-01-29T10:39:32Z,allow,192.168.1.46,172.217.0.0,53,TCP,16777,,justin.baker
{M24SADG3-M2JSB00R-XKCF},2025-01-29T15:38:49Z,allow,192.168.1.46,172.217.0.0,443,TCP,49830,,justin.baker
{61AH8RG8-DOWRGDAP-VANS},2025-01-29T10:06:05Z,block,192.168.1.46,154.27.91.112,3389,TCP,4222,,justin.baker
{8UUXLZ9M-LN6NWGW3-FMD0},2025-01-29T10:25:22Z,allow,192.168.1.46,8.8.8.8,443,TCP,34288,,justin.baker
{OAB5CUHS-IV1229IU-D4F3},2025-01-29T08:17:53Z,allow,192.168.1.46,8.8.8.8,443,TCP,7579,,justin.baker
{P3WAZOP3-690VQWEI-XGNG},2025-01-29T11:12:38Z,allow,192.168.1.46,1.1.1.1,443,TCP,9804,,justin.baker
{2JOH0WAA-L9JA8HKP-CID1},2025-01-29T16:03:13Z,allow,192.168.1.46,1.1.1.1,80,TCP,56331,,justin.baker
{5EHR9SCA-XCIDW767-XDOG},2025-01-29T10:54:43Z,allow,192.168.1.46,1.1.1.1,443,TCP,59965,,justin.baker
{BTDY41HN-RCFFHGMH-ZWA9},2025-01-29T10:41:31Z,allow,192.168.1.46,8.8.8.8,53,TCP,51228,,justin.baker
{XMPPQ0MU-8643O7HG-ALGM},2025-01-29T16:09:08Z,allow,192.168.1.46,8.8.8.8,53,TCP,7812,,justin.baker
{CR7E1PH5-9WN2EMDY-CDO9},2025-01-30T14:36:40Z,allow,192.168.1.46,172.217.0.0,53,TCP,16092,,justin.baker
{P1143NIO-W5R5P1DQ-C6DV},2025-01-30T14:04:56Z,allow,192.168.1.46,8.8.8.8,443,TCP,9118,,justin.baker
{QFM7CLBZ-4J6JZ0CR-4HIB},2025-01-30T18:43:12Z,allow,192.168.1.46,172.217.0.0,53,TCP,43052,,justin.baker
{50O3TPKI-N7JD3UCC-YN24},2025-01-30T17:22:19Z,block,192.168.1.46,132.61.7.56,135,TCP,3370,policy_violation,justin.baker
{TJDZHAIQ-60MDQ59U-ZX9L},2025-01-30T17:33:29Z,allow,192.168.1.46,8.8.8.8,80,TCP,37423,,justin.baker
{KBNUKZ8T-7A8LUW5I-FIJA},2025-01-30T18:14:45Z,allow,192.168.1.46,172.217.0.0,80,TCP,26459,,justin.baker
{GS93GL1W-7YUPSEXG-95HF},2025-01-30T15:45:53Z,allow,192.168.1.46,172.217.0.0,443,TCP,13247,,justin.baker
{9B73VKCY-U7MMVOXU-S41R},2025-01-30T15:38:14Z,allow,192.168.1.46,8.8.8.8,80,TCP,24353,,justin.baker
{92K6BAYU-U1QIJ5RE-2KNV},2025-01-30T13:39:57Z,block,192.168.1.46,185.61.43.48,445,TCP,1824,geo_blocked,justin.baker
{U34LKCYS-D3UXT6YG-760U},2025-01-30T11:48:35Z,allow,192.168.1.46,1.1.1.1,80,TCP,6491,,justin.baker
{3XE0Y359-KGRTSMTL-8KZK},2025-01-30T13:34:29Z,allow,192.168.1.46,8.8.8.8,80,TCP,49574,,justin.baker
{U7EXK0TB-LOFBC2IT-68IX},2025-01-30T16:14:59Z,allow,192.168.1.46,1.1.1.1,443,TCP,45437,,justin.baker
{175PNS4U-T0OWWXZ6-NF8O},2025-01-30T10:47:55Z,allow,192.168.1.46,1.1.1.1,443,TCP,58950,,justin.baker
{QU46CYSR-R37B2CPG-NT9C},2025-01-30T11:06:05Z,allow,192.168.1.46,172.217.0.0,53,TCP,20487,,justin.baker
{UBNU1MTL-B05DWNRO-V1QG},2025-01-30T16:07:15Z,allow,192.168.1.46,172.217.0.0,443,TCP,43159,,justin.baker
{RKWSSXLU-40XMF9KT-2T6Q},2025-01-30T13:00:03Z,allow,192.168.1.46,8.8.8.8,53,TCP,32818,,justin.baker
{B8733O7A-30Y1W54S-3DWW},2025-01-30T10:32:35Z,allow,192.168.1.46,8.8.8.8,443,TCP,49182,,justin.baker
{ZX8V1WNO-U37LGW8W-9YT5},2025-01-30T13:46:44Z,block,192.168.1.46,211.213.215.78,3389,TCP,2568,,justin.baker
{TFLKEGYW-RTIL973I-1HW5},2025-01-30T18:38:01Z,allow,192.168.1.46,1.1.1.1,53,TCP,14432,,justin.baker
{92DLZGTG-87HHVFNZ-4IMB},2025-01-30T09:50:15Z,allow,192.168.1.46,8.8.8.8,80,TCP,8384,,justin.baker
{4TOZK78I-88JBDMC6-U4Y1},2025-01-30T18:19:36Z,allow,192.168.1.46,8.8.8.8,53,TCP,29254,,justin.baker
{12MDOKVM-9VKCLGOW-XJ2K},2025-01-30T15:23:58Z,allow,192.168.1.46,172.217.0.0,80,TCP,15589,,justin.baker
{S8DJYYL8-03MHETLX-Y8EI},2025-01-30T09:27:48Z,allow,192.168.1.46,1.1.1.1,53,TCP,8467,,justin.baker
{J91AVSA6-S8X9EYH3-00CV},2025-01-30T13:49:24Z,allow,192.168.1.46,8.8.8.8,53,TCP,8568,,justin.baker
{CGTST6DS-IL5JUMXS-Z2VH},2025-01-30T15:51:47Z,allow,192.168.1.46,172.217.0.0,443,TCP,59624,,justin.baker
{2POGTUHU-43TUFB7U-RB77},2025-01-30T08:56:44Z,allow,192.168.1.46,1.1.1.1,80,TCP,54502,,justin.baker
{EFFTY0WD-LOV5NRMD-100G},2025-01-30T11:39:08Z,block,192.168.1.46,170.124.223.172,3389,TCP,2563,geo_blocked,justin.baker
{PYJ99WUH-R4VKJLKY-KLC6},2025-01-30T13:45:42Z,allow,192.168.1.46,172.217.0.0,443,TCP,55782,,justin.baker
{1WZO7ZFR-WUMR28Q3-JNI0},2025-01-30T11:35:02Z,allow,192.168.1.46,172.217.0.0,80,TCP,6077,,justin.baker
{SPNIVUNL-LZTGP8RI-AJBH},2025-01-30T12:28:00Z,allow,192.168.1.46,8.8.8.8,80,TCP,34175,,justin.baker
{RF13SUYZ-7BP43QC3-W2Q9},2025-01-30T13:38:29Z,allow,192.168.1.46,172.217.0.0,53,TCP,14106,,justin.baker
{4060TDUK-C1TZWL6G-KFZC},2025-01-30T17:13:41Z,allow,192.168.1.46,172.217.0.0,53,TCP,57812,,justin.baker
{S8DFMO8Z-0C51REGK-BXFJ},2025-01-30T18:22:27Z,allow,192.168.1.46,8.8.8.8,80,TCP,5950,,justin.baker
{6MA5VPPP-VPC503IZ-THUG},2025-01-30T18:09:59Z,allow,192.168.1.46,1.1.1.1,443,TCP,52840,,justin.baker
{MRJTVKOK-TSAMYOCP-EGGU},2025-01-30T10:33:21Z,allow,192.168.1.46,1.1.1.1,53,TCP,44191,,justin.baker
{ZKY5BNSK-S1QQU0SO-RUWJ},2025-01-30T12:28:30Z,allow,192.168.1.46,1.1.1.1,443,TCP,25743,,justin.baker
{H3QCO41L-OGSDR9VN-ZJYD},2025-01-30T08:53:22Z,allow,192.168.1.46,1.1.1.1,443,TCP,5100,,justin.baker
{XLQVBUMG-G69CUYEZ-6H6P},2025-01-30T14:05:28Z,allow,192.168.1.46,172.217.0.0,443,TCP,53516,,justin.baker
{V9MKCWQ4-PFI7CFH0-2792},2025-01-31T11:01:41Z,allow,192.168.1.46,1.1.1.1,443,TCP,52861,,justin.baker
{1JVQNSTU-UZBYLI3M-MRRA},2025-01-31T18:53:13Z,allow,192.168.1.46,1.1.1.1,443,TCP,23338,,justin.baker
{IO2CFW35-NZGS88HM-N6GJ},2025-01-31T13:34:55Z,allow,192.168.1.46,172.217.0.0,53,TCP,49898,,justin.baker
{ID6AR6PL-961UDF8L-M9GO},2025-01-31T12:41:07Z,allow,192.168.1.46,172.217.0.0,53,TCP,37869,,justin.baker
{3P6FFT5L-QMXY0ATP-JSCU},2025-01-31T13:29:41Z,allow,192.168.1.46,172.217.0.0,53,TCP,21116,,justin.baker
{MSTRZ3KJ-0GU7L2EC-B7K7},2025-01-31T09:19:23Z,allow,192.168.1.46,8.8.8.8,53,TCP,21583,,justin.baker
{O7SUSMT3-SHT6RFEY-2NFN},2025-01-31T18:09:47Z,allow,192.168.1.46,1.1.1.1,53,TCP,3929,,justin.baker
{JL9H35HY-CDNQ41U3-6FIJ},2025-01-31T09:07:24Z,allow,192.168.1.46,8.8.8.8,443,TCP,42744,,justin.baker
{54883K8E-FHBCTT8A-5U7T},2025-01-31T10:31:51Z,allow,192.168.1.46,1.1.1.1,80,TCP,21602,,justin.baker
{3UW4CDJF-XYER5J82-6NO6},2025-01-31T16:21:29Z,allow,192.168.1.46,172.217.0.0,53,TCP,2497,,justin.baker
{2XMTZ6N8-Q9E8DSHK-SW7N},2025-01-31T09:04:24Z,allow,192.168.1.46,8.8.8.8,80,TCP,53343,,justin.baker
{5IDDJAHU-Z5DYI4S0-REG3},2025-01-31T08:28:22Z,allow,192.168.1.46,172.217.0.0,443,TCP,13742,,justin.baker
{QTTGQKUC-8R9BZVRH-GU83},2025-01-31T18:13:37Z,allow,192.168.1.46,172.217.0.0,53,TCP,56402,,justin.baker
{CMUDDFWW-Y877K048-VL2Y},2025-01-31T10:22:42Z,allow,192.168.1.46,172.217.0.0,443,TCP,11844,,justin.baker
{DDO1BR61-NDZWRDPE-J1QJ},2025-01-31T18:56:19Z,allow,192.168.1.46,1.1.1.1,80,TCP,37025,,justin.baker
{IJVGK1AT-U0H1BQ9N-EWDU},2025-01-31T09:12:07Z,block,192.168.1.46,225.61.251.146,3389,TCP,3556,,justin.baker
{RB7EDXGT-1DMB9OLV-7RXY},2025-01-31T08:32:19Z,allow,192.168.1.46,1.1.1.1,443,TCP,33469,,justin.baker
{Z1ZONHYO-AMQRZ0JP-O9Y3},2025-01-31T09:48:14Z,allow,192.168.1.46,1.1.1.1,443,TCP,16804,,justin.baker
{I6QZ524E-NUUBWXEJ-BHPR},2025-01-31T12:19:36Z,allow,192.168.1.46,8.8.8.8,80,TCP,50883,,justin.baker
{2DG95I5A-7PFDU0M3-VWNX},2025-01-31T18:39:18Z,allow,192.168.1.46,1.1.1.1,53,TCP,18617,,justin.baker
{1LC9TC06-G9C39OFD-E5U6},2025-01-31T15:14:16Z,allow,192.168.1.46,172.217.0.0,443,TCP,47565,,justin.baker
{6QDYZ4OO-FY06O7UB-8VFY},2025-01-31T16:28:36Z,allow,192.168.1.46,172.217.0.0,53,TCP,9317,,justin.baker
{UUVTRCA6-8E1AZS6N-CWWF},2025-01-31T10:06:22Z,allow,192.168.1.46,8.8.8.8,53,TCP,28328,,justin.baker
{RNY9KEGC-PO8EZMKE-IKKU},2025-01-31T11:15:03Z,block,192.168.1.46,79.197.174.64,23,TCP,4438,policy_violation,justin.baker
{53I6MBOG-BKYNYVSK-E85C},2025-01-31T18:35:32Z,allow,192.168.1.46,1.1.1.1,443,TCP,30840,,justin.baker
{KZYZVJYV-CBJD4PGE-88F4},2025-01-31T16:05:10Z,allow,192.168.1.46,1.1.1.1,53,TCP,46469,,justin.baker
{B4515JBN-GAQE1JGZ-LWET},2025-01-31T08:48:36Z,allow,192.168.1.46,8.8.8.8,443,TCP,6297,,justin.baker
{WWVR4W04-OK8C00AE-762Y},2025-01-31T15:14:27Z,allow,192.168.1.46,1.1.1.1,80,TCP,26142,,justin.baker
{I3N4PDHB-7HVW30OC-2NGV},2025-01-31T18:19:57Z,allow,192.168.1.46,8.8.8.8,443,TCP,32748,,justin.baker
{KHW43ULT-0AFCT2XU-C468},2025-01-31T13:01:44Z,allow,192.168.1.46,1.1.1.1,80,TCP,21109,,justin.baker
{G45C1T6S-68MID1LA-LIJR},2025-01-31T14:06:29Z,allow,192.168.1.46,172.217.0.0,443,TCP,47115,,justin.baker
{HCEOOLCV-UWPRKOVC-LTOO},2025-02-03T14:27:28Z,allow,192.168.1.46,1.1.1.1,53,TCP,16400,,justin.baker
{4VOVR2Q4-ZTUPCZXW-Y8QQ},2025-02-03T16:15:13Z,allow,192.168.1.46,1.1.1.1,53,TCP,23137,,justin.baker
{XZUOFX0G-WLG4DJET-GTWC},2025-02-03T10:06:39Z,allow,192.168.1.46,172.217.0.0,53,TCP,51687,,justin.baker
{YFT9P5W2-F46TOHVP-7JD9},2025-02-03T12:55:55Z,allow,192.168.1.46,8.8.8.8,443,TCP,25294,,justin.baker
{N07T4ILJ-OS4WWQVT-O0UE},2025-02-03T15:06:12Z,allow,192.168.1.46,172.217.0.0,80,TCP,58916,,justin.baker
{3UVF6NUG-JB7WGU2S-6XA4},2025-02-03T16:32:13Z,allow,192.168.1.46,1.1.1.1,80,TCP,20731,,justin.baker
{IBIEQCZ0-3N8HH5VI-VQK2},2025-02-03T13:50:12Z,allow,192.168.1.46,172.217.0.0,53,TCP,54625,,justin.baker
{G2MBD8MK-LS4AWO0A-WZ7W},2025-02-03T15:26:39Z,allow,192.168.1.46,1.1.1.1,443,TCP,28623,,justin.baker
{WLUSQVGV-HYTJMBJK-MHSI},2025-02-03T15:56:21Z,allow,192.168.1.46,8.8.8.8,53,TCP,31494,,justin.baker
{CGXNKK7H-SXE199S7-M7TS},2025-02-03T15:19:32Z,allow,192.168.1.46,172.217.0.0,443,TCP,44677,,justin.baker
{7EMFYURI-NSMICJU0-SBO1},2025-02-03T14:54:55Z,allow,192.168.1.46,1.1.1.1,53,TCP,30347,,justin.baker
{IVWRAXBF-RFGVXVLG-P8FT},2025-02-03T17:52:29Z,allow,192.168.1.46,8.8.8.8,443,TCP,34433,,justin.baker
{1T8ZWH0O-79Q0KEXV-AFRF},2025-02-03T12:25:19Z,block,192.168.1.46,173.178.231.228,22,TCP,4188,port_scan,justin.baker
{WGNM6VXR-8FJX04P6-H6PF},2025-02-03T12:04:38Z,allow,192.168.1.46,1.1.1.1,443,TCP,53778,,justin.baker
{4PAK7OS0-AXWPNGHC-HPIJ},2025-02-03T11:41:38Z,allow,192.168.1.46,172.217.0.0,443,TCP,38132,,justin.baker
{5EOZRH9O-62S77H3G-B1W0},2025-02-03T14:35:29Z,allow,192.168.1.46,172.217.0.0,80,TCP,33777,,justin.baker
{E4DJYGSR-HTMIUC61-IVFF},2025-02-03T14:20:59Z,allow,192.168.1.46,1.1.1.1,80,TCP,43826,,justin.baker
{YY2UJ09F-0TCEMHAS-EGVZ},2025-02-03T09:53:16Z,allow,192.168.1.46,1.1.1.1,443,TCP,12624,,justin.baker
{MIR07QR2-DMTWXZRK-KCQE},2025-02-03T11:09:19Z,allow,192.168.1.46,1.1.1.1,53,TCP,31084,,justin.baker
{O339KTBR-H4HTQYMA-0V1Z},2025-02-03T12:23:36Z,block,192.168.1.46,214.87.58.167,3389,TCP,4484,port_scan,justin.baker
{53J67P09-G9EBLY56-62SD},2025-02-03T17:45:03Z,block,192.168.1.46,77.68.238.81,22,TCP,2922,,justin.baker
{QY094D5K-FHIA9G39-PRN3},2025-02-03T16:46:53Z,allow,192.168.1.46,172.217.0.0,443,TCP,34769,,justin.baker
{15QZOP65-KMY0FZIS-C68E},2025-02-03T18:06:26Z,allow,192.168.1.46,8.8.8.8,443,TCP,16357,,justin.baker
{7Z70CN24-77AI1980-8GAY},2025-02-03T18:11:27Z,allow,192.168.1.46,1.1.1.1,80,TCP,35323,,justin.baker
{SKZ4ZWMI-S979WT3T-O7B9},2025-02-03T08:27:15Z,allow,192.168.1.46,8.8.8.8,53,TCP,19229,,justin.baker
{7QQ34PMF-5J5TU6XB-DS8U},2025-02-03T18:04:20Z,allow,192.168.1.46,1.1.1.1,53,TCP,21162,,justin.baker
{GDPPUAVT-JUUGD7RB-9ETN},2025-02-03T13:34:25Z,allow,192.168.1.46,172.217.0.0,53,TCP,54745,,justin.baker
{Q01CGG6S-MVFTVQBB-BHSJ},2025-02-03T09:40:34Z,allow,192.168.1.46,8.8.8.8,80,TCP,50408,,justin.baker
{4H42EJUO-ALEO2VFK-L9K0},2025-02-03T11:27:37Z,block,192.168.1.46,62.93.225.200,3389,TCP,2078,port_scan,justin.baker
{KSK1JSXX-5HRSTEZ7-YXTP},2025-02-03T08:33:46Z,allow,192.168.1.46,172.217.0.0,80,TCP,28628,,justin.baker
{Y67BQGMC-4HZ505MR-WSFH},2025-02-03T09:31:42Z,allow,192.168.1.46,8.8.8.8,80,TCP,2459,,justin.baker
{2UA09Q7V-X37UDI92-ISG1},2025-02-03T17:32:32Z,block,192.168.1.46,16.139.87.185,23,TCP,4503,policy_violation,justin.baker
{6CH1EOJD-95X4907D-GFRP},2025-02-04T18:24:14Z,allow,192.168.1.46,8.8.8.8,80,TCP,56344,,justin.baker
{KO2T9FHB-32K1CEYE-Z4SG},2025-02-04T09:20:29Z,allow,192.168.1.46,172.217.0.0,53,TCP,48556,,justin.baker
{V1XT78HW-NKBEKP2M-SONI},2025-02-04T14:43:34Z,allow,192.168.1.46,172.217.0.0,80,TCP,22387,,justin.baker
{8YJPMEL6-UBRZGKLG-GOLC},2025-02-04T10:19:10Z,block,192.168.1.46,178.26.79.160,135,TCP,2588,,justin.baker
{XOULSKSG-PEAOR0ND-IDME},2025-02-04T12:28:39Z,allow,192.168.1.46,8.8.8.8,80,TCP,37792,,justin.baker
{FWFMVOBI-S6W1ULWZ-RH7I},2025-02-04T15:45:27Z,allow,192.168.1.46,1.1.1.1,80,TCP,48553,,justin.baker
{63YB3HQO-GHTT5AU0-DQKY},2025-02-04T10:41:42Z,allow,192.168.1.46,172.217.0.0,53,TCP,32966,,justin.baker
{WG5WOYD1-OOOESNB6-OB7D},2025-02-04T17:03:06Z,allow,192.168.1.46,1.1.1.1,80,TCP,50215,,justin.baker
{JNAKXAHU-V0I1MQG5-PAGG},2025-02-04T12:19:33Z,allow,192.168.1.46,8.8.8.8,80,TCP,7399,,justin.baker
{8J6BGCOM-GHRYWV3X-NV64},2025-02-04T13:31:11Z,allow,192.168.1.46,172.217.0.0,80,TCP,27187,,justin.baker
{MX05BJWS-V1XNDSAR-HDX9},2025-02-04T17:58:55Z,allow,192.168.1.46,1.1.1.1,80,TCP,28779,,justin.baker
{J33XO0HJ-ZRN8NC2A-PM2R},2025-02-04T13:45:07Z,allow,192.168.1.46,172.217.0.0,443,TCP,30352,,justin.baker
