id,date,user,pc,activity,source_ip,status,hour,day_of_week,day_of_month,is_weekend,is_working_hours,is_late_night,is_failed_login,is_external_ip,is_logoff
{A0O1XQOV-GPP3SUYQ-O89L},2025-01-28 07:42:22,U0024,PC-5024,Logon,192.168.1.44,Success,7,1,28,0,1,0,0,0,0
{7V6TVQUI-LTEMRQP9-4NA4},2025-01-28 16:11:35,U0024,PC-5024,Logoff,192.168.1.44,Success,16,1,28,0,1,0,0,0,1
{N0ABCZ7E-P62LTGC3-V8MO},2025-01-29 07:58:35,U0024,PC-5024,Logon,192.168.1.44,Success,7,2,29,0,1,0,0,0,0
{TPX4LPCX-1AVJVWSQ-4RX9},2025-01-29 16:51:05,U0024,PC-5024,Logoff,192.168.1.44,Success,16,2,29,0,1,0,0,0,1
{X1VAD5MA-XOWRG1AX-VFGI},2025-01-30 07:40:14,U0024,PC-5024,Logon,192.168.1.44,Success,7,3,30,0,1,0,0,0,0
{V3WAGB2R-H7326XPJ-2QI8},2025-01-30 16:12:26,U0024,PC-5024,Logoff,192.168.1.44,Success,16,3,30,0,1,0,0,0,1
{KA3R2DXJ-OXV6Y6JZ-TRHX},2025-01-31 07:47:40,U0024,PC-5024,Logon,192.168.1.44,Success,7,4,31,0,1,0,0,0,0
{HLCNPTT3-M5H0JHK0-I7MT},2025-01-31 16:16:23,U0024,PC-5024,Logoff,192.168.1.44,Success,16,4,31,0,1,0,0,0,1
{RPOKLF43-RSASVI1X-1VH3},2025-02-03 07:26:53,U0024,PC-5024,Logon,192.168.1.44,Success,7,0,3,0,1,0,0,0,0
{I9PVMTM1-2LC9BGJQ-0AQK},2025-02-03 16:16:19,U0024,PC-5024,Logoff,192.168.1.44,Success,16,0,3,0,1,0,0,0,1
{VHBQI064-VJ2MWYI7-CEUM},2025-02-04 07:58:48,U0024,PC-5024,Logon,192.168.1.44,Success,7,1,4,0,1,0,0,0,0
{YYWKMX8D-HIC6V1YY-31W3},2025-02-04 16:22:02,U0024,PC-5024,Logoff,192.168.1.44,Success,16,1,4,0,1,0,0,0,1
{CZ6EIMB9-GM53FPY6-3MYS},2025-02-05 07:21:12,U0024,PC-5024,Logon,192.168.1.44,Success,7,2,5,0,1,0,0,0,0
{TTYMMCWP-BV6CIDR6-K3LY},2025-02-05 16:31:14,U0024,PC-5024,Logoff,192.168.1.44,Success,16,2,5,0,1,0,0,0,1
{Z7PRTDQI-JD44Y3NP-Z5GP},2025-02-06 07:44:29,U0024,PC-5024,Logon,192.168.1.44,Success,7,3,6,0,1,0,0,0,0
{GPSSS2PF-V7PIVPA4-7V8P},2025-02-06 16:56:06,U0024,PC-5024,Logoff,192.168.1.44,Success,16,3,6,0,1,0,0,0,1
{LBLWVF36-ZPI288H2-3TU8},2025-02-07 07:31:03,U0024,PC-5024,Logon,192.168.1.44,Success,7,4,7,0,1,0,0,0,0
{M7XXCN3O-N4FG0DJQ-1PQV},2025-02-07 16:19:32,U0024,PC-5024,Logoff,192.168.1.44,Success,16,4,7,0,1,0,0,0,1
{KAKJ6SZX-I5N6DBXF-9REX},2025-02-08 15:21:00,U0024,PC-5024,Logon,192.168.1.44,Success,15,5,8,1,1,0,0,0,0
{YEYQE683-6HFEPYDB-SIWF},2025-02-10 07:26:09,U0024,PC-5024,Logon,192.168.1.44,Success,7,0,10,0,1,0,0,0,0
{IUCLHQ2E-AESQAXMV-W0NH},2025-02-10 16:37:35,U0024,PC-5024,Logoff,192.168.1.44,Success,16,0,10,0,1,0,0,0,1
{LA9A1N3I-RW50LMBV-SQOI},2025-02-11 07:16:17,U0024,PC-5024,Logon,192.168.1.44,Success,7,1,11,0,1,0,0,0,0
{JVZHOYYK-CZF2TDCI-TEGB},2025-02-11 16:49:03,U0024,PC-5024,Logoff,192.168.1.44,Success,16,1,11,0,1,0,0,0,1
{DINDLFDT-TNIBTH05-YS0W},2025-02-12 07:48:20,U0024,PC-5024,Logon,192.168.1.44,Success,7,2,12,0,1,0,0,0,0
{4IUYD7RI-NA0VLRRB-AEJZ},2025-02-12 16:14:26,U0024,PC-5024,Logoff,192.168.1.44,Success,16,2,12,0,1,0,0,0,1
{86QPJN22-Y4LGQTCD-21W2},2025-02-13 07:49:03,U0024,PC-5024,Logon,192.168.1.44,Success,7,3,13,0,1,0,0,0,0
{JNVFOM3V-QRIQYE1S-OFPV},2025-02-13 16:19:23,U0024,PC-5024,Logoff,192.168.1.44,Success,16,3,13,0,1,0,0,0,1
{EO37PHAN-HDT4RK9F-FY71},2025-01-15 09:25:06,U0025,PC-5025,Logon,192.168.1.45,Success,9,2,15,0,1,0,0,0,0
{NCKONRHH-KYCQ2YGY-NKIV},2025-01-15 16:18:42,U0025,PC-5025,Logoff,192.168.1.45,Success,16,2,15,0,1,0,0,0,1
{P5OR4NN9-NSRANU8A-KHY7},2025-01-16 09:34:47,U0025,PC-5025,Logon,192.168.1.45,Success,9,3,16,0,1,0,0,0,0
{0YCM90F8-9VXG7NVK-BJN7},2025-01-16 16:14:25,U0025,PC-5025,Logoff,192.168.1.45,Success,16,3,16,0,1,0,0,0,1
{DTGSKEGD-EZ18X4RY-S04S},2025-01-17 09:09:37,U0025,PC-5025,Logon,192.168.1.45,Success,9,4,17,0,1,0,0,0,0
{U6UQVL7E-RDTOMPSD-WX96},2025-01-17 16:16:53,U0025,PC-5025,Logoff,192.168.1.45,Success,16,4,17,0,1,0,0,0,1
{H245L5DO-3GQ83QG5-OPKO},2025-01-18 10:31:00,U0025,PC-5025,Logon,192.168.1.45,Success,10,5,18,1,1,0,0,0,0
{CU6SYVUV-O9GB1XAC-9M2Z},2025-01-20 09:35:32,U0025,PC-5025,Logon,192.168.1.45,Success,9,0,20,0,1,0,0,0,0
{H9H72IQ4-LU1BY4IY-V0N1},2025-01-20 16:07:24,U0025,PC-5025,Logoff,192.168.1.45,Success,16,0,20,0,1,0,0,0,1
{MP85Y7T3-F49HWFL8-MPJ4},2025-01-21 09:32:14,U0025,PC-5025,Logon,192.168.1.45,Success,9,1,21,0,1,0,0,0,0
{GU5W4633-566DZGG3-ETIV},2025-01-21 16:44:47,U0025,PC-5025,Logoff,192.168.1.45,Success,16,1,21,0,1,0,0,0,1
{DH1JILHB-I62VS01W-XPXN},2025-01-22 09:22:16,U0025,PC-5025,Logon,192.168.1.45,Success,9,2,22,0,1,0,0,0,0
{TEJ0U0VG-DR1GX1DO-C5HW},2025-01-22 16:50:37,U0025,PC-5025,Logoff,192.168.1.45,Success,16,2,22,0,1,0,0,0,1
{PBYEXZ9Z-GEGG4JYS-2Z3C},2025-01-23 09:12:59,U0025,PC-5025,Logon,192.168.1.45,Success,9,3,23,0,1,0,0,0,0
{I0PLA6D2-KG1T4F9B-YI4N},2025-01-23 16:43:58,U0025,PC-5025,Logoff,192.168.1.45,Success,16,3,23,0,1,0,0,0,1
{LOZ7E0PC-M9A2KLMW-WCGB},2025-01-24 09:44:38,U0025,PC-5025,Logon,192.168.1.45,Success,9,4,24,0,1,0,0,0,0
{WKLDWC6G-4Y3CXLLJ-0VGW},2025-01-24 16:19:53,U0025,PC-5025,Logoff,192.168.1.45,Success,16,4,24,0,1,0,0,0,1
{PX9V1UIT-DJ4WT1VA-WI2E},2025-01-27 09:45:24,U0025,PC-5025,Logon,192.168.1.45,Success,9,0,27,0,1,0,0,0,0
{4KNYSGOH-KSV8JRD8-SPW0},2025-01-27 16:41:40,U0025,PC-5025,Logoff,192.168.1.45,Success,16,0,27,0,1,0,0,0,1
{1NKK0G78-TMQH3A5F-1U6S},2025-01-28 09:32:27,U0025,PC-5025,Logon,192.168.1.45,Success,9,1,28,0,1,0,0,0,0
{V5745IP6-5PLLD5OB-Q2SA},2025-01-28 16:39:23,U0025,PC-5025,Logoff,192.168.1.45,Success,16,1,28,0,1,0,0,0,1
{2MESQ790-VON8PVWJ-AZQ4},2025-01-29 09:48:37,U0025,PC-5025,Logon,192.168.1.45,Success,9,2,29,0,1,0,0,0,0
{55PB4W6C-8HS287QM-RMPL},2025-01-29 16:41:01,U0025,PC-5025,Logoff,192.168.1.45,Success,16,2,29,0,1,0,0,0,1
{C0PADRKU-0GKH8VXP-SA97},2025-01-30 09:41:21,U0025,PC-5025,Logon,192.168.1.45,Success,9,3,30,0,1,0,0,0,0
{6X2OZ2IM-B30JGUC3-TGLQ},2025-01-30 16:20:48,U0025,PC-5025,Logoff,192.168.1.45,Success,16,3,30,0,1,0,0,0,1
{4L9YILZR-015K9CO1-SKI0},2025-01-31 09:19:02,U0025,PC-5025,Logon,192.168.1.45,Success,9,4,31,0,1,0,0,0,0
{5YHSHZD1-4FTNM8VH-1XSN},2025-01-31 16:55:35,U0025,PC-5025,Logoff,192.168.1.45,Success,16,4,31,0,1,0,0,0,1
{MNR6NOBG-PJYHVO2N-0IDC},2025-02-03 09:31:29,U0025,PC-5025,Logon,192.168.1.45,Success,9,0,3,0,1,0,0,0,0
{IPPR46QH-EQKMQPY6-N7QL},2025-02-03 16:09:12,U0025,PC-5025,Logoff,192.168.1.45,Success,16,0,3,0,1,0,0,0,1
{W66V3JR1-NJKIKSMV-4QQJ},2025-02-04 09:02:32,U0025,PC-5025,Logon,192.168.1.45,Success,9,1,4,0,1,0,0,0,0
{A1IOPRA5-A5PMLQHD-LQH1},2025-02-04 16:52:55,U0025,PC-5025,Logoff,192.168.1.45,Success,16,1,4,0,1,0,0,0,1
{V2XB402N-MSIKJI92-XPI8},2025-02-05 09:03:39,U0025,PC-5025,Logon,192.168.1.45,Success,9,2,5,0,1,0,0,0,0
{5EO9W6YA-8JB90C03-V1NP},2025-02-05 16:58:12,U0025,PC-5025,Logoff,192.168.1.45,Success,16,2,5,0,1,0,0,0,1
{YVU049DD-5S0Q7OC0-QPDX},2025-02-06 09:05:38,U0025,PC-5025,Logon,192.168.1.45,Success,9,3,6,0,1,0,0,0,0
{SYKQVOX2-N5ZANEO9-VAXC},2025-02-06 16:41:26,U0025,PC-5025,Logoff,192.168.1.45,Success,16,3,6,0,1,0,0,0,1
{ZYAGZR64-L4YWP6CB-C5TN},2025-02-07 09:45:10,U0025,PC-5025,Logon,192.168.1.45,Success,9,4,7,0,1,0,0,0,0
{L5HVDQ0M-JKKEGVKA-65FZ},2025-02-07 16:19:31,U0025,PC-5025,Logoff,192.168.1.45,Success,16,4,7,0,1,0,0,0,1
{MC6Y1OL5-RKH87CYA-MNJ8},2025-02-10 09:14:53,U0025,PC-5025,Logon,192.168.1.45,Success,9,0,10,0,1,0,0,0,0
{L3M871NG-ETL53CUK-52CG},2025-02-10 16:26:49,U0025,PC-5025,Logoff,192.168.1.45,Success,16,0,10,0,1,0,0,0,1
{L349DQ1G-T7DHT8D6-1098},2025-02-11 09:35:24,U0025,PC-5025,Logon,192.168.1.45,Success,9,1,11,0,1,0,0,0,0
{JNJZ9G6D-VNQ49440-DCLQ},2025-02-11 16:04:52,U0025,PC-5025,Logoff,192.168.1.45,Success,16,1,11,0,1,0,0,0,1
{DD0DILXN-48LBCLAP-DZ6W},2025-02-12 09:12:18,U0025,PC-5025,Logon,192.168.1.45,Success,9,2,12,0,1,0,0,0,0
{OWK1LO4P-0K9K20GV-F74V},2025-02-12 16:56:47,U0025,PC-5025,Logoff,192.168.1.45,Success,16,2,12,0,1,0,0,0,1
{BLCW0DPD-ZNXYDC14-ZSEX},2025-02-13 09:21:09,U0025,PC-5025,Logon,192.168.1.45,Success,9,3,13,0,1,0,0,0,0
{0OF37FD3-MWG24UNF-TWR2},2025-02-13 16:08:51,U0025,PC-5025,Logoff,192.168.1.45,Success,16,3,13,0,1,0,0,0,1
{0AUF2W7W-R1TQZFB8-X6JM},2025-01-15 08:45:05,U0026,PC-5026,Logon,192.168.1.46,Success,8,2,15,0,1,0,0,0,0
{E2U7FMKG-ZBYS7XZF-WSAN},2025-01-15 18:31:47,U0026,PC-5026,Logoff,192.168.1.46,Success,18,2,15,0,1,0,0,0,1
{B23JPMKR-Q2YVMZA5-W8VL},2025-01-16 08:18:35,U0026,PC-5026,Logon,192.168.1.46,Success,8,3,16,0,1,0,0,0,0
{JB6L4PES-RSS0NP99-WIHX},2025-01-16 18:25:44,U0026,PC-5026,Logoff,192.168.1.46,Success,18,3,16,0,1,0,0,0,1
{X5EV5925-UAK3J16C-UASH},2025-01-17 08:03:26,U0026,PC-5026,Logon,192.168.1.46,Success,8,4,17,0,1,0,0,0,0
{ZJ9V9LIG-ZKCZEQUB-NLEI},2025-01-17 18:07:48,U0026,PC-5026,Logoff,192.168.1.46,Success,18,4,17,0,1,0,0,0,1
{RX3LHXOA-U51OW0O2-NXVG},2025-01-19 15:26:00,U0026,PC-5026,Logon,192.168.1.46,Success,15,6,19,1,1,0,0,0,0
{7TG5SFTA-1SFNB6SP-0Y3R},2025-01-20 08:49:42,U0026,PC-5026,Logon,192.168.1.46,Success,8,0,20,0,1,0,0,0,0
{RA8K2H90-U3RFIWCR-6YZV},2025-01-20 18:26:40,U0026,PC-5026,Logoff,192.168.1.46,Success,18,0,20,0,1,0,0,0,1
{SWJZ8DYZ-KSY9FP14-X2WP},2025-01-21 08:10:59,U0026,PC-5026,Logon,192.168.1.46,Success,8,1,21,0,1,0,0,0,0
{JO2CMXLE-OTP7A3UH-03CD},2025-01-21 18:21:14,U0026,PC-5026,Logoff,192.168.1.46,Success,18,1,21,0,1,0,0,0,1
{4D0UXF7F-S12H1VRO-BW1P},2025-01-22 08:50:12,U0026,PC-5026,Logon,192.168.1.46,Success,8,2,22,0,1,0,0,0,0
{8258J2HK-A4MH0N5O-9R7L},2025-01-22 18:44:03,U0026,PC-5026,Logoff,192.168.1.46,Success,18,2,22,0,1,0,0,0,1
{5MV6B6RJ-09WEEW0O-Z2WC},2025-01-23 08:17:26,U0026,PC-5026,Logon,192.168.1.46,Success,8,3,23,0,1,0,0,0,0
{FT9O07FS-0GD5ML52-4HIA},2025-01-23 18:38:44,U0026,PC-5026,Logoff,192.168.1.46,Success,18,3,23,0,1,0,0,0,1
{MLE6NPHV-OXJ0AU1A-RMX6},2025-01-24 08:31:29,U0026,PC-5026,Logon,192.168.1.46,Success,8,4,24,0,1,0,0,0,0
{7VCRNFYJ-DL2MYPJT-SYI2},2025-01-24 18:44:36,U0026,PC-5026,Logoff,192.168.1.46,Success,18,4,24,0,1,0,0,0,1
{QM2UBAL0-J2H4I1TX-D42G},2025-01-27 08:17:28,U0026,PC-5026,Logon,192.168.1.46,Success,8,0,27,0,1,0,0,0,0
{AU14BO8I-5MMQEBBE-LJQI},2025-01-27 18:09:46,U0026,PC-5026,Logoff,192.168.1.46,Success,18,0,27,0,1,0,0,0,1
{8IC6JTEM-N8MJIJ8W-LOLX},2025-01-28 08:18:39,U0026,PC-5026,Logon,192.168.1.46,Success,8,1,28,0,1,0,0,0,0
{WLIFNNT4-YU8M0KR7-DOB2},2025-01-28 18:29:13,U0026,PC-5026,Logoff,192.168.1.46,Success,18,1,28,0,1,0,0,0,1
{1JX1OI0X-8KAADOV9-WD0R},2025-01-29 08:58:33,U0026,PC-5026,Logon,192.168.1.46,Success,8,2,29,0,1,0,0,0,0
{Z3Y9EMLM-BZRKZOEA-VNAQ},2025-01-29 18:37:31,U0026,PC-5026,Logoff,192.168.1.46,Success,18,2,29,0,1,0,0,0,1
{B41PBNUX-URPV7LYO-ZD2U},2025-01-30 08:39:43,U0026,PC-5026,Logon,192.168.1.46,Success,8,3,30,0,1,0,0,0,0
{X17POI92-RI52ZVBC-ETH2},2025-01-30 18:49:15,U0026,PC-5026,Logoff,192.168.1.46,Success,18,3,30,0,1,0,0,0,1
{231WCGV6-LRLWP47L-Z0O1},2025-01-31 08:13:14,U0026,PC-5026,Logon,192.168.1.46,Success,8,4,31,0,1,0,0,0,0
{8J8H19YX-6YINW4UF-3S9M},2025-01-31 18:56:04,U0026,PC-5026,Logoff,192.168.1.46,Success,18,4,31,0,1,0,0,0,1
{038Z2FS1-O7D3Y82F-JXLF},2025-02-03 08:15:57,U0026,PC-5026,Logon,192.168.1.46,Success,8,0,3,0,1,0,0,0,0
{7V2T3FLW-L91QJWNN-HN3K},2025-02-03 18:24:05,U0026,PC-5026,Logoff,192.168.1.46,Success,18,0,3,0,1,0,0,0,1
{DD1T46MH-7G8YFH3X-DVQ8},2025-02-04 08:59:04,U0026,PC-5026,Logon,192.168.1.46,Success,8,1,4,0,1,0,0,0,0
{KD2KRCNE-BCXIIJCD-GGHO},2025-02-04 18:27:32,U0026,PC-5026,Logoff,192.168.1.46,Success,18,1,4,0,1,0,0,0,1
{S5OK6BU9-XRDT1N0N-RXYC},2025-02-05 08:12:00,U0026,PC-5026,Logon,192.168.1.46,Success,8,2,5,0,1,0,0,0,0
{8RBT4OBK-S3II3F4X-2JPK},2025-02-05 18:26:11,U0026,PC-5026,Logoff,192.168.1.46,Success,18,2,5,0,1,0,0,0,1
{CBZYIYN6-2U8Z1XIE-39ZV},2025-02-06 08:37:39,U0026,PC-5026,Logon,192.168.1.46,Success,8,3,6,0,1,0,0,0,0
{EC5UDOTU-QAJELIVW-OE58},2025-02-06 18:43:03,U0026,PC-5026,Logoff,192.168.1.46,Success,18,3,6,0,1,0,0,0,1
{AGP01TSN-JA57I1NI-SKYW},2025-02-07 08:25:50,U0026,PC-5026,Logon,192.168.1.46,Success,8,4,7,0,1,0,0,0,0
{OQ5LDL7N-HYMAFCB3-D6ID},2025-02-07 18:05:00,U0026,PC-5026,Logoff,192.168.1.46,Success,18,4,7,0,1,0,0,0,1
{ZUAH35QR-R4ZGMS66-KE6Z},2025-02-10 08:40:37,U0026,PC-5026,Logon,192.168.1.46,Success,8,0,10,0,1,0,0,0,0
{DOTIWTLI-NJ1Q3Q5P-CNIL},2025-02-10 18:00:21,U0026,PC-5026,Logoff,192.168.1.46,Success,18,0,10,0,1,0,0,0,1
{ZVZYYIC1-1BIJ200Q-696J},2025-02-11 08:41:53,U0026,PC-5026,Logon,192.168.1.46,Success,8,1,11,0,1,0,0,0,0
{EAT64VZ9-0HEDMAMK-RQ2V},2025-02-11 18:55:21,U0026,PC-5026,Logoff,192.168.1.46,Success,18,1,11,0,1,0,0,0,1
{U62OEDR9-RLQK0PQS-2FNU},2025-02-12 08:23:52,U0026,PC-5026,Logon,192.168.1.46,Success,8,2,12,0,1,0,0,0,0
{M7Y1UVJY-TMP4NVV7-8ZOH},2025-02-12 18:18:32,U0026,PC-5026,Logoff,192.168.1.46,Success,18,2,12,0,1,0,0,0,1
{OTB1PPQV-Q1HU3FIQ-G01P},2025-02-13 08:08:59,U0026,PC-5026,Logon,192.168.1.46,Success,8,3,13,0,1,0,0,0,0
{D819ETPG-2O8XGHIY-1BFW},2025-02-13 18:42:50,U0026,PC-5026,Logoff,192.168.1.46,Success,18,3,13,0,1,0,0,0,1
{JN23648N-9JI7OMEM-TO2V},2025-01-15 07:59:14,U0027,PC-5027,Logon,192.168.1.47,Success,7,2,15,0,1,0,0,0,0
{SIZB25JT-3MT2MD8W-1SAG},2025-01-15 16:05:08,U0027,PC-5027,Logoff,192.168.1.47,Success,16,2,15,0,1,0,0,0,1
{6TAIP1KE-LBU8PT8T-AGIV},2025-01-16 07:22:19,U0027,PC-5027,Logon,192.168.1.47,Success,7,3,16,0,1,0,0,0,0
{E57B6WZL-OOHVUE3U-1F5R},2025-01-16 16:08:10,U0027,PC-5027,Logoff,192.168.1.47,Success,16,3,16,0,1,0,0,0,1
{ZJFLNOUE-6ULEAHGU-AALZ},2025-01-17 07:52:51,U0027,PC-5027,Logon,192.168.1.47,Success,7,4,17,0,1,0,0,0,0
{RMC7FFZ1-C5MNJOTW-XZB5},2025-01-17 16:11:33,U0027,PC-5027,Logoff,192.168.1.47,Success,16,4,17,0,1,0,0,0,1
{XADGYUJG-B5OR6M07-2HUN},2025-01-20 07:29:20,U0027,PC-5027,Logon,192.168.1.47,Success,7,0,20,0,1,0,0,0,0
{6YHTXP25-M9FERJXM-ZWQD},2025-01-20 16:31:09,U0027,PC-5027,Logoff,192.168.1.47,Success,16,0,20,0,1,0,0,0,1
{DPV4REWM-UB4F0MIZ-8QAJ},2025-01-21 07:02:46,U0027,PC-5027,Logon,192.168.1.47,Success,7,1,21,0,1,0,0,0,0
{HRMF6M8W-NLEPHVPK-FA2M},2025-01-21 16:41:54,U0027,PC-5027,Logoff,192.168.1.47,Success,16,1,21,0,1,0,0,0,1
{K4986K33-UFEVSTYG-X886},2025-01-22 07:59:29,U0027,PC-5027,Logon,192.168.1.47,Success,7,2,22,0,1,0,0,0,0
{I7P2R5JG-LWMK6SF9-NRMO},2025-01-22 16:46:28,U0027,PC-5027,Logoff,192.168.1.47,Success,16,2,22,0,1,0,0,0,1
{L65X4WU1-I7XXEQ58-WZUA},2025-01-23 07:45:54,U0027,PC-5027,Logon,192.168.1.47,Success,7,3,23,0,1,0,0,0,0
{ZRRE5OZ8-3EJFBOVB-1ZJ3},2025-01-23 16:04:26,U0027,PC-5027,Logoff,192.168.1.47,Success,16,3,23,0,1,0,0,0,1
{DLQDZ1GG-LCR5P8AA-CJ72},2025-01-24 07:03:58,U0027,PC-5027,Logon,192.168.1.47,Success,7,4,24,0,1,0,0,0,0
{V9J2FUW4-8XLPOY22-CM5A},2025-01-24 16:13:21,U0027,PC-5027,Logoff,192.168.1.47,Success,16,4,24,0,1,0,0,0,1
{0Q2OAZFU-UZWP4O5X-KQR4},2025-01-27 07:58:10,U0027,PC-5027,Logon,192.168.1.47,Success,7,0,27,0,1,0,0,0,0
{LXB7GIOR-FZCP83JU-WLIU},2025-01-27 16:45:20,U0027,PC-5027,Logoff,192.168.1.47,Success,16,0,27,0,1,0,0,0,1
{J40Y52YG-QYMH33DH-ARJI},2025-01-28 07:37:01,U0027,PC-5027,Logon,192.168.1.47,Success,7,1,28,0,1,0,0,0,0
{YB9PDGKR-JWTG3FIM-LCBI},2025-01-28 16:57:53,U0027,PC-5027,Logoff,192.168.1.47,Success,16,1,28,0,1,0,0,0,1
{DBZNMTR2-8J9BF63Y-8OCV},2025-01-29 07:08:20,U0027,PC-5027,Logon,192.168.1.47,Success,7,2,29,0,1,0,0,0,0
{34EI2BRS-V43056M0-0L87},2025-01-29 16:10:23,U0027,PC-5027,Logoff,192.168.1.47,Success,16,2,29,0,1,0,0,0,1
{ZQLR1M86-O2GSX9OA-2EO4},2025-01-30 07:04:39,U0027,PC-5027,Logon,192.168.1.47,Success,7,3,30,0,1,0,0,0,0
{YTN8PLA2-Q7LKBVXS-MXVQ},2025-01-30 16:04:42,U0027,PC-5027,Logoff,192.168.1.47,Success,16,3,30,0,1,0,0,0,1
{GH8A7B1B-B61PDBHF-3SUT},2025-01-31 07:04:19,U0027,PC-5027,Logon,192.168.1.47,Success,7,4,31,0,1,0,0,0,0
{K9OE7TE8-RTMSY77B-MBVM},2025-01-31 16:13:02,U0027,PC-5027,Logoff,192.168.1.47,Success,16,4,31,0,1,0,0,0,1
{NGBRFR30-9EY5QWQM-KQI0},2025-02-03 07:48:10,U0027,PC-5027,Logon,192.168.1.47,Success,7,0,3,0,1,0,0,0,0
{8H1V8SVW-UDJ9VHQC-NJBP},2025-02-03 16:49:01,U0027,PC-5027,Logoff,192.168.1.47,Success,16,0,3,0,1,0,0,0,1
{0QCU16DK-PMVNO9I1-S6XH},2025-02-04 07:33:32,U0027,PC-5027,Logon,192.168.1.47,Success,7,1,4,0,1,0,0,0,0
{ABM4ML2I-QR2AHNYR-VFON},2025-02-04 16:59:09,U0027,PC-5027,Logoff,192.168.1.47,Success,16,1,4,0,1,0,0,0,1
{YADJC88K-LX9K9S0B-U74U},2025-02-05 07:35:30,U0027,PC-5027,Logon,192.168.1.47,Success,7,2,5,0,1,0,0,0,0
{WISENOA2-1IHYAUKL-WWIA},2025-02-05 16:31:25,U0027,PC-5027,Logoff,192.168.1.47,Success,16,2,5,0,1,0,0,0,1
{KPU8O9ON-SRHDVNFF-2WCF},2025-02-06 07:44:45,U0027,PC-5027,Logon,192.168.1.47,Success,7,3,6,0,1,0,0,0,0
{E6KN0Q48-GCNUBJ74-F55A},2025-02-06 16:15:02,U0027,PC-5027,Logoff,192.168.1.47,Success,16,3,6,0,1,0,0,0,1
{OBTEGURT-1RWVNGCF-OLT3},2025-02-07 07:04:26,U0027,PC-5027,Logon,192.168.1.47,Success,7,4,7,0,1,0,0,0,0
{KFF2JTJT-O0IQQKB7-456B},2025-02-07 16:54:18,U0027,PC-5027,Logoff,192.168.1.47,Success,16,4,7,0,1,0,0,0,1
{372VIUAD-J725U033-2W04},2025-02-10 07:40:37,U0027,PC-5027,Logon,192.168.1.47,Success,7,0,10,0,1,0,0,0,0
{YFKRUYHC-BJKHCD79-UDA9},2025-02-10 16:24:42,U0027,PC-5027,Logoff,192.168.1.47,Success,16,0,10,0,1,0,0,0,1
{ZILE5YLQ-SOUJB9ND-XSSC},2025-02-11 07:58:05,U0027,PC-5027,Logon,192.168.1.47,Success,7,1,11,0,1,0,0,0,0
{J31OLE1Q-XRJB0AH9-QJWW},2025-02-11 16:12:06,U0027,PC-5027,Logoff,192.168.1.47,Success,16,1,11,0,1,0,0,0,1
{A7IDI09K-GW8C4AG1-QICX},2025-02-12 07:33:28,U0027,PC-5027,Logon,192.168.1.47,Success,7,2,12,0,1,0,0,0,0
{R8IYBATO-LODLONKC-P8OV},2025-02-12 16:02:22,U0027,PC-5027,Logoff,192.168.1.47,Success,16,2,12,0,1,0,0,0,1
{NWVSJJCA-XOD97QQ1-Q81H},2025-02-13 07:56:35,U0027,PC-5027,Logon,192.168.1.47,Success,7,3,13,0,1,0,0,0,0
{ULHH9BTD-5PU139KA-7JK8},2025-02-13 16:30:20,U0027,PC-5027,Logoff,192.168.1.47,Success,16,3,13,0,1,0,0,0,1
{MVQIIXKU-OZM7I9RY-30M6},2025-01-15 08:51:22,U0028,PC-5028,Logon,192.168.1.48,Success,8,2,15,0,1,0,0,0,0
{1LZVGW9H-NE0R3I9H-UKP6},2025-01-15 16:56:59,U0028,PC-5028,Logoff,192.168.1.48,Success,16,2,15,0,1,0,0,0,1
{R07H0UMS-48IW5XNQ-DZ98},2025-01-16 08:17:32,U0028,PC-5028,Logon,192.168.1.48,Success,8,3,16,0,1,0,0,0,0
{HE17O7PN-UD53QE5E-EAZV},2025-01-16 16:17:36,U0028,PC-5028,Logoff,192.168.1.48,Success,16,3,16,0,1,0,0,0,1
{7NJKHVYQ-DK9XMA5V-IXR4},2025-01-17 08:39:12,U0028,PC-5028,Logon,192.168.1.48,Success,8,4,17,0,1,0,0,0,0
{TO8UFLV4-BA7OBBC8-3Y0C},2025-01-17 16:06:46,U0028,PC-5028,Logoff,192.168.1.48,Success,16,4,17,0,1,0,0,0,1
{VGJJ1WSF-DIB0SXG4-XNUB},2025-01-19 10:54:00,U0028,PC-5028,Logon,192.168.1.48,Success,10,6,19,1,1,0,0,0,0
{8634RH7C-JJEY7QWW-O6NL},2025-01-20 08:43:43,U0028,PC-5028,Logon,192.168.1.48,Success,8,0,20,0,1,0,0,0,0
{VEC9T5AH-C0OKRCW9-IBGJ},2025-01-20 16:26:04,U0028,PC-5028,Logoff,192.168.1.48,Success,16,0,20,0,1,0,0,0,1
{WVPG6VC4-PAIIUCUI-GM2T},2025-01-21 08:07:44,U0028,PC-5028,Logon,192.168.1.48,Success,8,1,21,0,1,0,0,0,0
{WOQDNVQJ-4U4FGGW1-JYK8},2025-01-21 16:56:56,U0028,PC-5028,Logoff,192.168.1.48,Success,16,1,21,0,1,0,0,0,1
{0PZTS55C-2IBJVSLR-DMZV},2025-01-22 08:51:58,U0028,PC-5028,Logon,192.168.1.48,Success,8,2,22,0,1,0,0,0,0
{Y16ZGRRV-GMDFZJOI-GO58},2025-01-22 16:42:50,U0028,PC-5028,Logoff,192.168.1.48,Success,16,2,22,0,1,0,0,0,1
